,listing_id,id,date,reviewer_id,reviewer_name,comments
6930,25549565,1178291806,2021-10-13,1170225,Emily,"Great, quick stay here! Glad I canceled my hotel for this spot - felt like a local for a night. Everything was advertised, clean, & comfy."
14293,47408047,-1762315770,2022-08-05,459631360,Kevin,"Very welcoming and cozy, will be looking to stay again in the future."
10665,35914565,1888734718,2022-02-05,411284257,James,Perfect room for a night or a week.
13113,44265426,-1038303038,2022-02-26,135681170,Jessica,I had a great time staying here! The accommodation was exactly as described. Lloyd was quick to respond to my needs and was very friendly. I highly recommend staying here!
14221,47334913,288053651,2023-06-04,237785833,Ronald,"Good location.  Easy walking distance to restaurants, grocery store, movie theater.   Place was clean and matched pictures.  Allen was very easy to reach.  Would stay again."
2146,9501054,108983378,2016-10-18,71522486,C G.,Located close to Empire Plaza. 
13561,45528939,337938004,2021-08-01,340345155,Leighanna,"Linda is a fantastic host! This apartment is a great place for a weekend getaway. Everything was very clean and sanitary. My only complaint was the front door to the apartment… The front door is made entirely of glass panels, which made us feel somewhat unsafe knowing someone could easily break the glass and unlock the door. Overall, we enjoyed our stay at Linda’s Airbnb! <br/>The apartment is right next to an awesome Meadery, the Bull and Bee. They have wonderful mead, cider, and wine. Be sure to check out Pearl street for great restaurants, such as The Bishop, and a wonderful donut and coffee shop, Cider Belly Donuts. This Airbnb is also within walking distance of the Empire State Plaza, which is another must to check out while you’re in Albany!"
2662,10768745,346162488,2018-11-07,69108342,Fiona,Very nice place. Spacious room with charming architectural detail. Private location in a beautiful Albany neighborhood close to colleges and hospitals.
13462,45313545,962912554,2022-07-03,6772618,Mark,great place to stay…great location too
11149,39093517,-1374622990,2021-07-16,157076277,Paul,"I stayed at Dominick’s place for a week of work at the State archives and found it convenient, spacious, and a very good value. Fully equipped including washer/dryer—the place would work well for a longer -term stay. Very centrally located, with the awesome Iron Gate cafe a few doors down for breakfast or lunch, and the Dove&Deer around the corner a relaxing spot for dinner or drinks, plus all the idiosyncratic establishments on Lark St. the building has extra security features—make sure you get the directions from Dominick before arriving."
12626,43955950,2035925751,2023-02-20,465544176,Susanne,Great house with everything you could need. Everything was nice and new.
4339,17238066,1009769678,2021-09-19,403434561,Charles,My room was comfortable and had an excellent light source and comfortable reading chair. I also enjoyed the daily breakfast. <br/>Adam MD is honest about expectations of his humble abode.
3194,11253948,735219194,2021-02-28,151780819,Amy,"Peter’s place was clean, stylish and in a great location! We would stay there again."
14099,46894493,-1954729821,2022-10-21,256054391,Tyler,"The Antique Bungalow was the perfect stay. It’s an easy drive from and to I-90 if you’re passing through town like I was. Everything  was VERY clean and the owners thought of everything down to clutch bottles of water in the fridge. Dan was very quick to respond, the driveway parking and keypad made check-in a breeze, and the place was lit up for us since we had a nighttime arrival. Big shower, comfortable beds, and endless food options nearby were everything we needed after long days of driving. This will be my repeat stay when passing through Albany."
2953,10768745,176912339,2022-04-29,53584093,Jennifer,"Always a pleasure staying at Liz's place! ALWAYS clean, communication is great and I appreciate all of her accommodations! ❤️"
9402,32993402,541062469,2019-10-04,37973800,Jérôme,"Thank you Earl ! The place is very well, nice and very clean! See you next time"
7286,26139592,354872831,2018-12-02,46495997,Sahar,"Sue, their local contact person was very nice to communicate with and the location is very convenient when needing to be within walking distance of government offices at the New York State capitol. My only concern was the security of the space, in particular the lack of a lock on the door by the head of the bed through which it looks like someone could just walk into the apartment from outside through a small storage space that should be separated from the apartment with a 2-way lock for mutual security."
5449,22398196,369175895,2019-01-09,76970592,Melonie,great comfy room and I really enjoyed my stay here. Bela was kind enough to let me check in earlier which I really appreciate.
8188,28722270,335552974,2021-07-05,46941106,Jenifer,Cute place. Loads of character in an historic building. Easy to find off freeway. We were 3 floors up. :-( Earl was great. Not great area for site seeing if you want to walk. Good value.
4245,16531782,-157389893,2023-11-20,506991097,Moriah,"Great will book again, peaceful and quiet"
2310,9501054,319164300,2018-09-05,51340190,Duncan,"Gregg is extremely responsive, and his rooms are beautiful in addition to being located in a great place downtown if you want to walk and see what Albany has to offer. I would gladly book this place again in the future."
16114,52152157,-740252283,2023-08-20,333145290,Teja,"Allen communicated quickly & provided immediate solutions to tiny issues (that had nothing to do with the actual home). The space was clean and cozy, which made it easier to settle in. We couldn’t get over the attention to detail. There was time and effort put into each part of the home. The area is the perfect balance of privacy and accessibility. My Airbnb standards were definitely raised after this stay!"
6036,24120690,597978659,2020-01-26,75433575,Laura,Domini’s place was perfect for our one-night stay! The space was very clean and the little kitchenette was great!
12825,44180048,1010677054,2022-03-27,31678843,Hannah,This was a perfect stay! The location is just steps from Lark St. and a few more minutes walk to downtown to see the state capitol. The studio space has everything you need and is immaculately clean.
17110,53483727,-1781557389,2022-01-28,16724973,Angela,"The house had a great layout and everything we needed for our family of five. The beds were comfy. The Keurig with lots of coffee and tea options was a nice touch. Nicely decorated and in a convenient location. With kids, we appreciated all the streaming channels available, no log in needed, along with string WiFi and 5G service. The owners were very responsive. Overall a good stay!"
3795,14316232,1580664377,2023-04-30,171677327,Wojciech,"My 2-month stay at Chad’s place was nice, I really like the fact that the kitchen was well equipped so I could do cooking. Great communication especially because I was asking stupid questions :D"
11674,39873571,-1024215356,2022-08-05,242723311,Aaron,very affordable decent place to stay in the city center.  Plenty of food options.
1280,8035768,677585604,2023-02-20,455819224,Kelvin O,Looking forward to my next stay. A real home away from home.
7751,28519423,1024262500,2021-10-25,418557211,Dwayne,"A lot of restrictions while living here however still a warm and cozy home to stay at, host also takes care of you and offers new linens and towels."
4436,17514620,530341257,2019-09-15,32295806,Chris,Chad was extremely helpful and responsive to my messages! Great place for a weekend stay. Thanks again for the hospitality.
5106,21052414,545339968,2022-09-09,40733718,Renfeng,"Good space. Private, easy check in.  Clean bedroom"
19161,-841767975,-1372035835,2023-04-02,347830434,Dylan,Loved the place! Definitely worth what i paid and she is very friendly. Definitely worth staying at.
